"Conference Name","Dates","Venue","Program/Agenda","Keynote Speakers","Technical/Program Committee","Pricing/Registration","Sponsors/Exhibitors","Website","Regional Safety Note"
"2027 5th International Conference on Precision Engineering and Mechanical Manufacturing","","","","","Conference Committees: Steven Y. Liang (Georgia Institute of Technology); Han-Yong Jeon (Inha University); Ramesh K. Agarwal (Washington University in St. Louis); Stefan Dimov (University of Birmingham); Rong Liu (Carleton University); Akhil Raj Yallamelli (University of Central Missouri); Petar Ilinčić (University of Zagreb); Jane Choi; Shinsuke Hattori (Saga University)","","","https://www.pemm.net/",""
"2027 13th International Conference on e-Society, e-Learning and e-Technologies","","","","Keynote: Huiyu Zhou; Anthony (Tony) Cohn; Hui Yu","","","","https://icslt.org/",""
"2027 14th International Conference on Mechanics, Materials and Manufacturing","","","","Keynote: Technical Supporter; Richard (Chunhui) Yang; Henry Hu; Teresa Zielinska (Warsaw University of Technology, Poland); Alan Lau (Swinburne University of Technology, Australia)","Committee: Henry Hu (University of Windsor); Doo-Yeol Yoo (Yonsei University); John Mo (RMIT University); Makoto Iwasaki (Nagoya Institute of Technology); Richard (Chunhui) Yang (Western Sydney University, Australia); Sherman C.P. Cheung (RMIT University); Songgang Qiu (West Virginia University); Somkiat Tangjitsitcharoen (Chulalongkorn University); Aidy Ali (National Defence University of Malaysia)","","","http://www.icmmm.org/",""
"CVPR 2027","","","","","2027 Organizing Committee: Deva Ramanan (Carnegie Mellon University); Arun Ross (Michigan State University); Alexander Berg (University of California Irvine); Vicky Kalogeiton; Nicu Sebe (University of Trento); Humphrey Shi; Angela Yao; Karteek Alahari (Inria); Shiyu Chang; Wuyang Chen (Simon Fraser University); Lingjie Liu (Max-Planck Institute); Chang Xu (University of Sydney); Vitomir Struc (University of Ljubljana); Zhangyang Wang (University of Texas at Austin); Bolei Zhou (University of California); Lee Campbell; Nicole Finn","","","https://cvpr.thecvf.com/",""
"2027 The 13th International Conference on Frontiers of Educational Technologies","","","","Featured: Yoshifumi Manabe (Kogakuin University, Japan); Neil Gordon (University of Hull, UK); Eric Tsui (The Hongkong Polytechnic University, China); Emeritus Hiroyuki Kameda (Tokyo University of Technology, Japan); Pietro Paolo Frigenti (The University of Manchester, UK)","Conference Committee: Regional Chairs Clifton Ann (Louisiana Tech University)","","","https://www.icfet.org/",""
"2027 15th Asia Conference on Mechanical and Materials Engineering","","","","Keynote: Ninshu Ma (Osaka University, Japan); Chun-Hui Wang (University of New South Wales, Australia)","Conference Committees: Ramesh K. Agarwal (Washington University in St. Louis); Osamu Tabata (Kyoto University of Advanced Science); Yong Suk Yang (Pusan National University); Kazuo Umemura (Tokyo University of Science); Yoshihiro Kimura (Tohoku University); Lijie Grace Zhang (The George Washington University); Quang-Cherng Hsu (National Kaohsiung University of Science and Technology); Paul Funkenbusch (University of Rochester); Willyanto Anggono (Petra Christian University); Nguyen Huu Loc (Ho Chi Minh City University of Technology); Cherng-Yuan Lin (National Taiwan Ocean University); Roy Tumlos (University of the Philippines Manila)","","Lecture Notes in Mechanical Engineering; Scientific.Net; Materials Science Forum (MSF); Solid State Phenomena (SSP); Key Engineering Materials (KEM); IET Nanodielectrics; Patrons; Notification Due: March 1, 2027","https://www.acmme.org/",""
"2027 11th International Conference on Intelligent Computing and Virtual & Augmented Reality Simulations","","","","","","","Conmpany Name","https://www.icvars.org/",""
"2027 9th International Conference on Computer Communication and the Internet","","","","Keynote: Chuan-Yu Chang (IEEE Senior Member) received his Ph.D. in Electrical Engineering from National Cheng Kung University)","ICCCI 2026 Organizing Committees: Daiki Nobayashi (Kyushu Institute of Technology); Chenglong Shao (Kyushu Institute of Technology); You-Chiun Wang (National Sun Yat-sen University); Chieh-Yuan Tsai (Yuan Ze University); Pei-Chi Huang (University of Nebraska Omaha); Chih-Jen Chen (Tamkang University); Muhammad Tariq Mahmood (Korea University of Education and Technology); Yong Shi (Kennesaw State University); Shi-Cho Cha (National Taiwan University of Science and Technology); Minchuan Huang (Guangdong University of Petrochemical Technology); Chengqi Yi (State Information Center); Pascal Lorenz (University of Haute Alsace); Smain Femmam (Strasbourg University of Haute Alsace); Maki K. Habib (The American University in Cairo); Francesco Zirilli (Sapienza Universita Roma); Takeshi Ikenaga (Kyushu Institute of Technology); Akihiro Fujihara (Chiba Institute of Technology); Wanyang Dai (Nanjing University); Hung Che-Lun (National Yang Ming Chiao Tung University); Radek Matusu (Tomas Bata University in Zlin); Yuh-Min Tseng (National Changhua University of Education); Chikara Ohta (Kobe University); Gyu Myoung Lee (Liverpool John Moores University); Sinan Chen (Kobe University); Tianbing Xia (University of Wollongong); Li-Der Chou (National Central University); Liming Zhang (University of Macau); Hung-Chi Chu (Chaoyang University of Technology); Wassapon Watanakeesuntorn (The University of Osaka); Hiroshi Sunaga (Osaka Gakuin University); Yi-Zeng Hsieh (National Taiwan University of Science and Technology); Gung Mulyo Widodo (Esa-Unggul University)","","","https://iccci.org/",""
"2027 The 10th International Conference on Circuits, Systems and Simulation","","","","Keynote: Andrei Vladimirescu IEEE Fellow; Chua-Chin Wang (Chair of IEEE Circuits and Systems Society (CAS-S), Tainan Chapter)","Committees: Andrei Vladimirescu (University of California at Berkeley); Amara AMARA (Hangzhou International Innovation Institute); Nguyen Gia Nhu (Duy Tan University); Guennadi Kouzaev (Norwegian University of Science and Technology); Shunji Nishimura (National Institute of Technology); Huang Dang-Viet (Duy-Tan University); Ava Patel (Massey University); Ning Zhang (Radiawave Technologies)","","","https://www.iccss.org/",""
"International Conference on One Health 2027","","","","","Conference Chairs: Xiao-Nong Zhou (EiC of Science in One Health); Lu He (Managing Editor of Science in One Health); Lucy Jones; Holmkvist Chris; Simon Lin; Yang Lu; Ella Li; Edwin Anitha Jasmine; Rui Li. Committee & Speakers: Xiao-Nong Zhou (EiC of Science in One Health)","","浏览并下载国际全健康大会（ICOH2027）赞助商与展商权益手册 opens in new tab/window","https://www.elsevier.com/events/conferences/all/international-conference-on-one-health",""
"2027 11th International Conference on Education and Distance Learning","","","","","Committee: Mario Barajas Frutos (University of Barcelona); Smain Femmam (UHA University France); Maria Beatrice Ligorio (University of Bari); Olivier Rioul (Institut Polytechnique de Paris); Ismail Bennis (UHA University France Toufik Bakir); Samuel Lukas (Universitas Pelita Harapan)","","","https://icedl.org/",""
"KDD 2027","","","Tracks: Research Track: Call for Papers. August 2027: KDD is the premier Data Science and AI conference with a Research track, an Applied Data Science Track, a Datasets & Benchmarks Track, and an AI for Sciences Track. The conference will take place in in San Jose, California. KDD has two subm. July 19, 2026: Abstract Deadline. July 26, 2026: Paper Deadline. September 29: Author Rebuttal Period: -October 13, 2026. November 14, 2026: Notification. may : Foundations of Knowledge Discovery and Data Science. Submissions are invited to discuss core models, algorithms, and theoretical insights for knowledge discovery. Topics include data-driven learning and structured knowledge extraction, incl. may : Modern AI and Big Data. Submissions are invited to elaborate on the intersection of AI and massive data repositories. Topics include deep representation learning, meta-learning, in-context learning, prompt engineering, continual learning, f. may : Trustworthy and Responsible Data Science. Submissions are invited to feature techniques and frameworks that ensure responsible data use, management, and analysis. Topics include data security, data privacy, data transparency, accountability. may : Systems for Data Science and Scalable AI. Submissions that detail new architectures, systems, and infrastructures for large-scale data analysis and machine learning (e.g., distributed computing, federated learning, cloud-based systems) are . may : Data Science Applications. Submissions are invited for innovative data science and artificial intelligence (AI) applications. Topics include methods for analyzing social science, and legal data, as well as time series, text, graphs, Interne. may : Papers that describe general methodologies that apply in science as well as other KDD domains should continue to submit to the research track.. may : No placeholder abstracts. Placeholder or dummy abstracts are forbidden. Large changes to the title and abstract result in a desk rejection.. may : Anonymity. The review process for the research track will be double-blind . The submitted document should omit any author names, affiliations, or other identifying information. This include, but is not restricted to acknowledgments, self-ci. may : Formatting Requirements. Submissions must be in English, in double-column format, and must adhere to the ACM template and format (also available in Overleaf); Word users use the Word Interim Template. The recommended setting for LaTeX is. may : Resubmission Guidelines. A paper that receives a Resubmit decision during the 2026 Cycle 2 period submit a revised version to the KDD 2027 (Cycle 1) deadline. A paper that was either rejected or withdrawn after receiving its reviews during . July 2026: Correspondingly, some of the new submissions to the deadline may receive a Resubmit decision for the February 2027 deadline.. may : Any author listed on 3 or more papers be automatically signed up as a reviewer unless they are already serving as a reviewer, AC, or SAC.. may : Please consult the regulations of your institution(s) indicating when a review by an Institutional Ethics Review Board (IRB) is needed. Note that submitting your research for approval by such not always be sufficient. Even if such research . may : Withdrawal. Authors use the withdrawal button on OpenReview at any time. If withdrawal is made after reviews have been revealed to authors, the paper will face a 12-month waiting period before it could be submitted to KDD again.. may : Any transgression that falls short of ethical standards will be investigated and face disciplinary actions. Such transgressions include, but are not limited to, falsification, dual submission, collusion, pressuring any member of the program. may : Reproducibility. In their submission, authors refer to an anonymized GitHub repository, though not strictly required, it is highly recommended. After the submission deadline, there will be no further opportunity to share this with reviewers. may : Upon submission, authors can pledge that they will make their artifacts available upon publication. This pledge will be revealed to reviewers, who consider this commitment positively. An accepted paper that later reneges on its pledge may h. may : Presentation. Every accepted paper must be presented at the conference. Only a portion of accepted papers will be selected to present orally at the conference. No-show papers be withdrawn from the conference program and proceedings where it","","","","","https://kdd2027.kdd.org/",""
"2027 10th International Conference on Machine Learning and Machine Intelligence","","","","Speaker: Best Presentation","Organizing Committee: Job Description; Publication Chairs; Jiarong Yang (Shanghai Electric Group Co.); Zexin Shen (Quanzhou University of Information Engineering); Jianhua Wang (Taiyuan University of Technology); Yu-cheng Lin (Yuan Ze University); Wei-Guang Teng (National Cheng Kung University); Meenakshi Malik (BML Munjal University); Joselito C Magadia (University of the Philippines)","","Organized by; Assisted by; Technical Supported by","https://mlmi.net/",""
"IFT FIRST 2027","","","","","","","McCormick Place - South Hall; IFT Floor Plan 2026; Rules Icon; Dates Icon; Roadmap Icon; IFT Entrance; IFT Hub; FIRST Ribbon Cutting","https://www.ift.org/ift-first-event/",""
"2027 17th International Conference on Biomedical Engineering and Technology","","","","Speaker: Best Presentations; ICBET History; TOKYO CITY ATTRACTIONS","","","","https://icbet.org/",""
"Transportation Research Symposium 2027","","","","","Welcome statements from the Conference Chairs: Jason Cao (University of Minnesota); Karl Kim (University of Hawaii); Ying-En (Ethan) Ge (Chang’an University, China); Zhiyuan Liu (Southeast University); Parts A-F (social science). Committee & speakers: Jason Cao (Executive Chair, University of Minnesota, USA); Jasmine Lam (Technical University of Denmark); Karl Kim (University of Hawaii); Ying-En (Ethan) Ge (Chang’an University, China); Zhiyuan Liu (Southeast University). Conference Chairs: Executive Chair (University of Minnesota)","","WCTRS-Vertical-Blue-Text; Mozilla Firefox; Microsoft Edge; Google Chrome; Transportation Research Symposium 2027","https://www.elsevier.com/events/conferences/all/transport-research-symposium",""
"10th International Conference on Fracture of Polymers, Composites and Adhesives","","","","","Committee: Bamber R.K. Blackman (Imperial College London); Andreas J. Brunner; René Alderliesten (Technical University of Delft)","","ESIS opens in new tab/window; Engineering Fracture Mechanics opens in new tab/window; ESIS journal cover; Mozilla Firefox; Microsoft Edge; Google Chrome","https://www.elsevier.com/events/conferences/all/esistc4conference",""
"Future Foods Congress 2027","","","","","Local Organizer opens in new tab/window: Future Foods. Committee & Speakers: Antonio Derossi (University of Foggia, Italy); Thomas Kivevele (Talk title: Renewable Energy for African Food Systems)","","#futurefoods2027 opens in new tab/window; Mozilla Firefox; Microsoft Edge; Google Chrome","https://www.elsevier.com/events/conferences/all/future-foods-congress",""
"2027 IAA Conference / IAA MOBILITY","","","","Keynote: Cross-Industry Dialogue","","","Logo BCG; Logo Clepa; Logo Drees and Sommer; Logo EIT; Logo Electronica; Logo Frauen Verbinden; Logo Founders Fight; Logo of Google; Logo HUSS; Logo IFAT; Logo Konzepthaus; Logo MIT; Logo Uni St. Gallen; Logo Vitra; Logo WAM; Logo WIM; Logo Kraftfahrzeug; Logo Zukunft Nahverkehr; Icon representing benefits for the automotive industry; Icon representing cycling and micromobility industry; Icon representing smart solutions for cities and infrastructure","https://www.iaa-mobility.com/en/visitors/iaa-formats-2027/iaa-conference",""
"RSNA Annual Meeting 2027","","","","Speaker: Education Exhibits; Scientific Posters; Presenter Portal; International Invitation Letter; Social Sharing; Presentation Best Practices; Hotel Information","RSNA Committees | Lead. Innovate. Make an Impact.: Time Commitment","","Newsroom; Daily Bulletin; purchase; innovation; diverse; Impact","https://www.rsna.org/annual-meeting/future-and-past-meetings",""
"Global Emergency Nursing Conference 2027","","","","","Mozilla Firefox","","Mozilla Firefox; Microsoft Edge; Google Chrome","https://www.elsevier.com/events/conferences/all/global-emergency-nursing-conference",""
"5th Food Chemistry Conference","","","","","Organizer: Analytical Chemistry; Food Safety. Committee & Speakers: Dongxiao Sun-Waterhouse (TUBİTAK Marmara Research Centre, Türkiye). Conference Committee: Senior Editor; Wang Yanbo (Beijing Technology and Business University); Sun Xiulan (Jiangnan University); Liao Xiaojun (China Agricultural University); Yin Junyi (Nanchang University); Li Chunbao (Nanjing Agricultural University); Zhang Hongyin (Jiangsu University); Wu Haitao (Dalian Polytechnic University); Mao Xiangzhao (Ocean University of China); Li Dapeng (Shandong Agricultural University); Xu Zhenlin (South China Agricultural University); Wang Yong (Jinan University); Emma Xu; Daphne Llewellyn Davies; Simon Lin; Yang Lu; Ella Li; Chenxi Zhao; Rui Li","","浏览并下载第5届食品化学会议（CHEM2027）赞助商与展商权益手册 opens in new tab/window; Food Wellness journal","https://www.elsevier.com/events/conferences/all/food-chemistry-conference",""
"EPIDEMICS 11: 11th International Conference on Infectious Disease Dynamics","","","","","Mozilla Firefox","","Supported by opens in new tab/window; Singapore Convention Bureau; Held in opens in new tab/window; Held in Singapore Passion; National University of Singapore; Mozilla Firefox; Microsoft Edge; Google Chrome","https://www.elsevier.com/events/conferences/all/international-conference-on-infectious-disease-dynamics",""
"Desalination Science and Technology 2027","","","","","Committee & Speakers: Tobias Wesselius; Simon Lin; Ludi Ding; Ella Li; Anitha Jasmine Edwin; Rui Li; Chloe Partridge","","Desalination opens in new tab/window; Desal; Desal1; Elsevier; Tongji University; Shanghai Advanced Research Institute (SARI); University of Technology Sydney; Follow on Twitter opens in new tab/window; Follow on LinkedIn opens in new tab/window; Novel desalination materials; Nanofiltration, reverse osmosis, forward osmosis, pressure retarded osmosis; Transport mechanisms in desalination; Electrochemical systems; Emerging desalination technologies; Ultrafiltration, microfiltration; Membrane distillation, pervaporation; Membrane fouling and control; Pre-treatment and post-treatment processes; Resources recovery; Novel hybrid systems and module design; Industry-scale desalination; Green hydrogen production from desalinated water; Renewable energy integration and low-carbon desalination; Environmental impact, brine management, LCA and sustainability assessment; 浏览并下载第八届国际海水淡化科学与技术大会（DESAL2027）赞助商与展商权益手册 opens in new tab/window","https://www.elsevier.com/events/conferences/all/desalination-science-and-technology",""
