conference_name,acronym,category,sub_category,start_date,end_date,city,country,format,overview,call_for_papers,cfp_deadline,fees_and_pricing,program_agenda,keynote_speakers,technical_committee,sponsors,venue,accommodation,organizer,website_or_source,record_status,data_quality_notes,source_url,official_url,official_url_status,domain_type,logo_url,logo_source_type,cfp_url,registration_url,program_url,committee_url,last_url_verified,date_precision,verification_status,v3_standard_version
2027 Civil Engineering and Architecture Conference,CEAC 2027,Engineering,Civil Engineering & Architecture,2027-03-12,2027-03-15,Hanoi,Vietnam,In-person,International conference focused on civil engineering & architecture.,Call for papers / abstract submissions published.,2026-10-20,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.iconf.com/news/1195,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
"5th International Conference on Bioresource Technology for Bioenergy, Bioproducts & Environmental Sustainability",BRTX2027,Energy & Sustainability,Bioresource Technology,2027-03-15,2027-03-17,Kuala Lumpur,Malaysia,In-person,International conference focused on bioresource technology.,Not yet announced as of 10 Sep 2026,,,,,,,,Not yet announced as of 10 Sep 2026,Elsevier conference portfolio,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
"BANGKOK 13th International Conference on Education, Humanities & Social Sciences",BEHS2-27,Education & Social Sciences,"Education, Humanities & Social Sciences",2027-03-22,2027-03-24,Bangkok,Thailand,In-person,"International conference focused on education, humanities & social sciences.",Call for papers / abstract submissions published.,2027-03-01,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.iconf.com/conference/BEHS2-27_9722,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
10th International Conference on Robotics and Artificial Intelligence,ISTPRAI 2027,Technology & Engineering,Robotics & Artificial Intelligence,2027-03-24,2027-03-25,Paris,France,In-person,International conference focused on robotics & artificial intelligence.,Call for papers / abstract submissions published.,2026-12-31,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.iconf.com/conference/10thInternationalConferenceonRoboticsandArtificialIntelligence_9587,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
14th Global Conference & Expo on Materials Science and Engineering,ISTPMSE 2027,Science & Engineering,Materials Science & Engineering,2027-03-24,2027-03-25,Paris,France,In-person,International conference focused on materials science & engineering.,Call for papers / abstract submissions published.,2026-12-31,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.iconf.com/conference/14thGlobalConference%26ExpoonMaterialsScienceandEngineering_9585,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
"Melbourne International Conference on Teaching, Education & Learning",Melbourne ICTEL 2027,Education,"Teaching, Education & Learning",2027-03-24,2027-03-25,Melbourne,Australia,In-person,"International conference focused on teaching, education & learning.",Call for papers / abstract submissions published.,2027-03-22,,"Keynote and plenary talks, technical sessions, poster presentations and collaborative academic activities.",,,,"Rendezvous Hotel Melbourne, Flinders Street, Melbourne",Not yet announced as of 10 Sep 2026,Teaching & Education Research Association (TERA),,DISCOVERY VERIFIED,missing official URL,https://www.iconf.com/conference/MelbourneInternationalConferenceonTeaching%2CEducation%26Learning_9559,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 11th International Conference on Biomedical Engineering and Applications,ICBEA 2027,Health & Engineering,Biomedical Engineering,2027-03-26,2027-03-29,Xi'an,China,In-person,International conference focused on biomedical engineering.,Call for papers / abstract submissions published.,2026-10-20,,,,,"Sponsored by Xi'an Jiaotong University; supported by Zhejiang University, Kyushu Institute of Technology, Seoul National University, Meiji University, Shanxi Medical University, College of Life Sciences of Zhejiang University, Zhejiang Bioinformatics Society, Beijing Institute of Technology, and Biology and Bioinformatics Society.",,Not yet announced as of 10 Sep 2026,Xi'an Jiaotong University / ICBEA Organizing Committee,https://www.icbea.org/,DISCOVERY VERIFIED,venue not verified,https://www.iconf.com/conference/ICBEA2027_9592,https://www.icbea.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.icbea.org&sz=256,official-domain favicon fallback,https://www.icbea.org/cfp.html,,https://www.icbea.org/program.html,https://www.icbea.org/com.html,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
"2027 11th International Conference on Robotics, Control and Automation",ICRCA 2027,Technology & Engineering,"Robotics, Control & Automation",2027-03-26,2027-03-28,Aizuwakamatsu,Japan,In-person,"International conference focused on robotics, control & automation.",Not yet announced as of 10 Sep 2026,,,"26 Mar: registration/material collection; 27 Mar: opening, keynote speeches and parallel sessions; 28 Mar: invited speeches and parallel sessions.",,,,"University of Aizu, Aizuwakamatsu City, Fukushima 965-8580, Japan",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.icrca.org/,DISCOVERY VERIFIED,,https://www.iconf.com/conference/ICRCA2027_9530,https://www.icrca.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=icrca.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
"2027 18th International Conference on E-Education, E-Business, E-Management and E-Learning",IC4e 2027,Education & Business,"E-Education, E-Business & E-Learning",2027-03-26,2027-03-29,Fukuoka,Japan,In-person,"International conference focused on e-education, e-business & e-learning.",Call for papers / abstract submissions published.,2026-10-20,,,,,"Sponsored by Rajamangala University of Technology Tawan-ok; patrons include Meeting Place Fukuoka, Purdue University Northwest, De La Salle University-Manila, China West Normal University, Bulacan State University and Prince Sultan University.",,Not yet announced as of 10 Sep 2026,IC4e Organizing Committee / academic partners,https://www.ic4e.net/,DISCOVERY VERIFIED,venue not verified,https://www.iconf.com/conference/IC4e2027_9680,https://www.ic4e.net/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.ic4e.net&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 International Conference on Green Civil Engineering,ICGCE 2027,Engineering & Sustainability,Green Civil Engineering,2027-03-26,2027-03-29,Kyoto,Japan,In-person,International conference focused on green civil engineering.,Call for papers / abstract submissions published.,2026-11-05,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.iconf.com/news/1195,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 11th International Conference on Materials Engineering and Nano Sciences,ICMENS 2027,Science & Engineering,Materials Engineering & Nanoscience,2027-03-28,2027-03-31,Osaka,Japan,In-person,International conference focused on materials engineering & nanoscience.,Call for papers / abstract submissions published.,2026-11-10,,,,Advisory: Osamu Tabata; Arcady Zhukov. Conference Chair: Akihiko Fujiwara. Program Chairs: Liang Li; Takashige Omatsu. Program Co-Chair: Yang He.,,,Not yet announced as of 10 Sep 2026,ICMENS Organizing Committee,https://icmens.org/,DISCOVERY VERIFIED,venue not verified,https://www.iconf.com/conference/ICMENS2027_9523,https://icmens.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=icmens.org&sz=256,official-domain favicon fallback,https://icmens.org/cfp.html,,https://www.icmens.org/program.html,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 International Conference on Mechanical Engineering and Materials,ICMEM 2027,Engineering,Mechanical Engineering & Materials,2027-03-28,2027-03-31,Osaka,Japan,In-person,International conference focused on mechanical engineering & materials.,Call for papers / abstract submissions published.,2026-11-10,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.iconf.com/news/1195,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
26th International Conference on Wear of Materials and 6th Biotribology Conference,WEAR 2027,Engineering,Materials / Tribology,2027-04-04,2027-04-08,Banff,Canada,In-person,International conference focused on wear of materials and biotribology.,Not yet announced as of 10 Sep 2026,,,Technical sessions and research presentations; details on event website.,,,,,Not yet announced as of 10 Sep 2026,Elsevier conference portfolio / organizers,https://www.wearofmaterialsconference.com/,Discovery verified,venue not verified,https://www.elsevier.com/events/conferences/all,https://www.wearofmaterialsconference.com/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=wearofmaterialsconference.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
ASU+GSV Summit 2027,ASU+GSV 2027,Education & Business,EdTech / Innovation,2027-04-04,2027-04-07,San Diego,United States,In-person,Major education innovation and technology summit listed for April 2027.,Speaker/application model rather than conventional academic CFP.,,Pricing pending.,"Panels, keynotes, startup/innovation programming and networking.",Lisa Schumacher; Chris Ernst; Jayney Howson; Byron Auguste; Shad Ahmed; Heather Stefanski; Greg Hart; Allison Peek Bebo; Maria Flynn; Matt Sigelman; Amanda Willard; Taylor Stockton; Ryan Craig; Lina Bankert; Raymond Sass; Julia Stiglitz.,Curated program.,Major EdTech and investment sponsors typically participate; 2027 list pending.,"San Diego, California",Hotel/travel details pending.,ASU + GSV,https://www.asugsvsummit.com/,Discovery index,,https://impactconvene.com/conferences/,https://www.asugsvsummit.com/,RESOLVED_OFFICIAL,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.asugsvsummit.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_VERIFIED,CG-2026-09-11-v1
HIMSS Global Health Conference & Exhibition 2027,HIMSS27,Health & Technology,Digital Health,2027-04-05,2027-04-08,Chicago,United States,In-person,Global digital-health and health-information conference and exhibition in Chicago.,"General Education Session proposal deadline was 30 Jun 2026. Proposals are peer reviewed and selected by members of the HIMSS Global Health Education Committee. Accepted-speaker milestones include first draft 9 Nov 2026, final materials 7 Dec 2026 and recordings Feb–Mar 2027.",2026-06-30,,,,HIMSS Global Health Education Committee (peer-review/selection body); individual 2027 committee member names were not yet published in the official CFP page checked.,,"Chicago, Illinois, USA; exact convention venue not yet captured on the official CFP page.",Official housing provider listed by HIMSS: onPeak. Hotel inventory/rates not yet announced for 2027.,HIMSS,https://www.himss.org/call-for-proposals,OFFICIAL VERIFIED,,https://www.himss.org/call-for-proposals,https://www.himss.org/call-for-proposals,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.himss.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
RSA Conference 2027,RSAC 2027,Cybersecurity,Information Security,2027-04-05,2027-04-08,San Francisco,United States,In-person,"Major global cybersecurity conference with expert-led sessions, emerging research and large North/South Expo spaces.","Call for Submissions opens 15 Sep 2026. Speakers are selected by the independent RSA Conference Program Committee, composed of volunteer judges from enterprise, government, academia and vendor communities.",Not yet announced as of 10 Sep 2026,,,,,,"Moscone Center and Yerba Buena Center for the Arts, San Francisco, California, USA",Not yet announced as of 10 Sep 2026,RSA Conference,https://www.rsaconference.com/usa,OFFICIAL VERIFIED,,https://www.rsaconference.com/usa,https://www.rsaconference.com/usa,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.rsaconference.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 11th International Conference on Civil Engineering,ICOCE 2027,Engineering,Civil Engineering,2027-04-07,2027-04-10,Singapore,Singapore,In-person,International conference focused on civil engineering.,Call for papers / abstract submissions published.,2026-11-20,,,,,"Co-sponsored by Geotechnical Society of Singapore, National Taiwan University and Michigan State University.",,Not yet announced as of 10 Sep 2026,ICOCE Organizing Committee,https://www.icoce.org/,DISCOVERY VERIFIED,venue not verified,https://www.iconf.com/conference/ICOCE2027_9778,https://www.icoce.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=icoce.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 8th Asia Conference on Renewable Energy and Environmental Engineering,AREEE 2027,Energy & Sustainability,Renewable Energy & Environment,2027-04-07,2027-04-10,Singapore,Singapore,In-person,International conference focused on renewable energy & environment.,Call for papers / abstract submissions published.,2026-11-20,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.iconf.com/conference?tags=Energy+and+Resources,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 11th International Conference on Energy Economics and Energy Policy,ICEEEP 2027,Energy & Economics,Energy Economics & Policy,2027-04-09,2027-04-11,Porto,Portugal,In-person,International conference focused on energy economics & policy.,Call for papers / abstract submissions published.,2026-11-10,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.iceeep.com/,DISCOVERY VERIFIED,venue not verified,https://www.iconf.com/conference?tags=Energy+and+Resources,https://www.iceeep.com/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.iceeep.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 12th International Conference on Advances on Clean Energy Research,ICACER 2027,Energy & Sustainability,Clean Energy Research,2027-04-09,2027-04-11,Porto,Portugal,In-person,International conference focused on clean energy research.,Call for papers / abstract submissions published.,2026-11-10,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.icacer.com/,DISCOVERY VERIFIED,venue not verified,https://www.iconf.com/conference?tags=Energy+and+Resources,https://www.icacer.com/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=icacer.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 9th International Conference on Computer Science and Technologies in Education,CSTE 2027,Education & Technology,Computer Science in Education,2027-04-09,2027-04-11,Wuhan,China,In-person,International conference focused on computer science in education.,Call for papers / abstract submissions published.,2026-11-05,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.cste.net/,DISCOVERY VERIFIED,venue not verified,https://www.iconf.com/conference?confDateEnd=&confDateStart=&confName=&contient=&country=&tags=Education,https://www.cste.net/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=cste.net&sz=256,official-domain favicon fallback,,,https://www.cste.net/program.html,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
ACC.27 Together With WCC,ACC.27-WCC,Health & Medicine,Cardiology,2027-04-10,2027-04-12,Houston,United States,In-person,Joint American College of Cardiology / World Heart Federation scientific meeting for global cardiovascular professionals.,Abstract and clinical-case submissions open 25 Aug 2026 and close 6 Oct 2026.,2026-10-06,,"Pre-conference sessions: Fri 9 Apr 2027, 10:00 AM–6:00 PM CT. Main meeting opens Sat 10 Apr at 8:30 AM CT with Opening Showcase and concludes Mon 12 Apr at 5:30 PM CT after Closing Ceremony, Convocation & Reception; scientific sessions, late-breaking research, guideline and innovation programming.",,,,"Houston, Texas, USA; exact convention facility not yet published on the official registration page.",Official registration/housing providers: Maritz Global Events and International Group Housing (ABTS Convention Services). Hotel inventory/rates not yet published.,American College of Cardiology (ACC) and World Heart Federation (WHF),https://accscientificsession.acc.org/Registration-and-Hotels,OFFICIAL VERIFIED,,https://accscientificsession.acc.org/Registration-and-Hotels,https://accscientificsession.acc.org/Registration-and-Hotels,EXISTING_OFFICIAL_OR_ORGANIZER,conference_owned_domain,https://www.google.com/s2/favicons?domain=accscientificsession.acc.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
EduCon Tokyo – International Conference on Education,EduCon Tokyo 2027,Education,"Teaching, Education & Learning",2027-04-13,2027-04-14,Tokyo,Japan,In-person,"International conference focused on teaching, education & learning.",Call for papers / abstract submissions published.,2027-04-11,,"Day 1: opening ceremony, keynote address, interactive activities and technical presentations; Day 2: technical sessions and collaborative academic discussions.",,,,"TKP Ichigaya Building, Tokyo, Japan",Not yet announced as of 10 Sep 2026,Teaching & Education Research Association (TERA),,DISCOVERY VERIFIED,missing official URL,https://www.iconf.com/conference/EduConTokyo%E2%80%93InternationalConferenceonEducation_9575,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 8th International Conference on Education Development and Studies,ICEDS 2027,Education,Education Development & Studies,2027-04-15,2027-04-17,Glasgow,United Kingdom,In-person,"International peer-reviewed conference on education, technology and society; 2027 theme: Reimagining Education for an Inclusive, Sustainable, and Digital Future.",Call for papers / abstract submissions published.,2026-10-15,,"15 Apr: sign-in; 16 Apr: opening remarks, keynote speech and session presentations; 17 Apr: city visit.",,,Organized by University of Glasgow; supported by University of Hull.,"University of Glasgow, Gilmorehill Campus, Glasgow G12 8QQ, Scotland",Not yet announced as of 10 Sep 2026,University of Glasgow,https://www.iceds.org/,DISCOVERY VERIFIED,,https://www.iconf.com/conference/ICEDS2027_9844,https://www.iceds.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=iceds.org&sz=256,official-domain favicon fallback,https://www.iceds.org/cfp.html,https://iceds.org/reg.html,,https://www.iceds.org/com.html,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
"2027 10th International Conference on Energy, Electrical and Power Engineering",CEEPE 2027,Energy & Engineering,Power Engineering,2027-04-16,2027-04-18,Tianjin,China,In-person,"Academic conference on energy, electrical systems and power engineering.",Not yet announced as of 10 Sep 2026,,,Technical paper sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 14th International Conference on Electrical and Electronics Engineering,ICEEE 2027,Engineering,Electrical & Electronics Engineering,2027-04-16,2027-04-18,Ankara,Türkiye,In-person,"International conference on power systems, automation, electronics, signal processing, communications, renewable energy, smart grids and smart buildings.",Call for papers / abstract submissions published.,2026-12-01,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.iconf.com/conference/ICEEE2027_9727,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 7th International Conference on Big Data Engineering and Education,BDEE 2027,Education & Technology,Big Data & Education,2027-04-16,2027-04-18,Zhengzhou,China,In-person,International conference focused on big data & education.,Call for papers / abstract submissions published.,2026-10-20,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.bdee.org/,DISCOVERY VERIFIED,venue not verified,https://www.iconf.com/conference?confDateEnd=&confDateStart=&confName=&contient=&country=&tags=Education,https://www.bdee.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=bdee.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 IEEE 3rd International Conference on Power and Integrated Energy Systems,ICPIES 2027,Energy & Engineering,Power & Integrated Energy Systems,2027-04-16,2027-04-18,Shenzhen,China,In-person,International conference focused on power & integrated energy systems.,Call for papers / abstract submissions published.,2026-12-20,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.iconf.com/conference?tags=Energy+and+Resources,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
6th Global Food Security Conference,GFSC 2027,Food & Agriculture,Food Security,2027-04-19,2027-04-22,Wageningen,Netherlands,In-person,"Global conference on food security, systems and resilience.",Not yet announced as of 10 Sep 2026,,,Scientific sessions and interdisciplinary research program.,,,,Wageningen University & Research,Not yet announced as of 10 Sep 2026,Elsevier conference portfolio / organizers,,Discovery verified,missing official URL,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
"2027 13th International Conference on Control, Automation and Robotics",ICCAR 2027,Technology & Engineering,"Control, Automation & Robotics",2027-04-23,2027-04-25,Nanchang,China,In-person,"International conference focused on control, automation & robotics.",Call for papers / abstract submissions published.,2026-12-25,,,,,"Sponsored by East China Jiaotong University; supported by Nagoya Institute of Technology, Osaka Metropolitan University, Dalian Maritime University, Laurentian University and Sungkyunkwan University.",,Not yet announced as of 10 Sep 2026,East China Jiaotong University / ICCAR Organizing Committee,https://www.iccar.org/,DISCOVERY VERIFIED,venue not verified,https://www.iconf.com/conference/ICCAR2027_9688,https://www.iccar.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.iccar.org&sz=256,official-domain favicon fallback,,,,https://www.iccar.org/com.html,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 5th International Forum on Clean Energy Engineering,IFCEE 2027,Energy & Sustainability,Clean Energy,2027-04-26,2027-04-28,Seoul,South Korea,In-person,International forum on clean energy engineering.,Not yet announced as of 10 Sep 2026,,,Technical and applied clean-energy sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
Cell Press Symposia: Neurometabolism in Health and Disease,Cell Press Symposium,Health & Science,Neuroscience / Metabolism,2027-04-26,2027-04-28,Singapore,Singapore,In-person,Symposium on neurometabolism and its roles in health and disease.,Not yet announced as of 10 Sep 2026,,,Research talks and discussions.,,,,,Not yet announced as of 10 Sep 2026,Cell Press,,Discovery verified,missing official URL; venue not verified,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
EduCon London – International Conference on Education,EduCon London 2027,Education,"Teaching, Education & Learning",2027-04-26,2027-04-27,London,United Kingdom,In-person,"International conference focused on teaching, education & learning.",Call for papers / abstract submissions published.,2027-04-24,,"Day 1: opening ceremony, keynote address, technical sessions and poster presentations; Day 2: research collaboration and academic discussions.",,,,"The Tomlinson Centre, London, United Kingdom",Not yet announced as of 10 Sep 2026,Teaching & Education Research Association (TERA),,DISCOVERY VERIFIED,missing official URL,https://www.iconf.com/conference/EduConLondon%E2%80%93InternationalConferenceonEducation_9568,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
ICLR 2027,ICLR 2027,Technology,Machine Learning,2027-04-26,2027-04-30,,,In-person / details pending,"15th International Conference on Learning Representations, covering machine learning including representation learning, reinforcement learning, optimization and applications.",Abstract deadline 18 Sep 2026; paper deadline 25 Sep 2026 (Anywhere on Earth).,2026-09-25,2027 pricing page is live but numeric attendee rates are not yet populated; registration is currently closed.,"Five-day multi-track conference with invited talks, oral paper presentations and posters; workshops 29–30 Apr 2027.",,Program Chairs: Jacob Andreas; Guy Van den Broeck; Andrej Risteski; Stella Yu. Workshop Chairs: Nezihe Merve Gürel; Yuanqi Du; Chulin Xie; Antonio Vergari.,,Not yet announced as of 10 Sep 2026,Official 2027 sponsor/exhibitor housing process exists; conference attendee hotel block details not yet announced.,International Conference on Learning Representations (ICLR),https://iclr.cc/Conferences/2027,OFFICIAL VERIFIED,,https://www.iclr.cc/Conferences/2027/CallForPapers,https://iclr.cc/Conferences/2027,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.iclr.cc&sz=256,official-domain favicon fallback,https://iclr.cc/Conferences/2027/Dates,,https://iclr.cc/Conferences/2027,,2026-09-11,day,OFFICIAL_VERIFIED,CG-2026-09-11-v1
2027 13th International Conference on Renewable Energy Technologies,ICRET 2027,Energy & Resources,Renewable Energy,2027-04-28,2027-04-30,Osaka,Japan,In-person,International conference focused on renewable energy.,Call for papers / abstract submissions published.,2026-11-01,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.icret.org/,DISCOVERY VERIFIED,venue not verified,https://www.iconf.com/conference?tags=Energy+and+Resources,https://www.icret.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.icret.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 9th International Conference on Clean Energy and Electrical Systems,CEES 2027,Energy & Engineering,Clean Energy / Electrical,2027-04-28,2027-04-30,Osaka,Japan,In-person,Academic conference on clean energy and electrical systems.,Not yet announced as of 10 Sep 2026,,,Technical paper sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
