conference_name,start_date,end_date,city,country,venue,accommodation,organizer,overview,official_url,source_url,call_for_papers,cfp_deadline,cfp_url,fees_and_pricing,registration_url,program_agenda,keynote_speakers,technical_committee,sponsors,logo_url,banner_url
"Interpreting Agent Behavior (IAB): Human-Centered Interpretation for Understanding Agents, Humans, and Interaction — NeurIPS 2026",2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,"Official NeurIPS 2026 workshop focused on Interpreting Agent Behavior (IAB): Human-Centered Interpretation for Understanding Agents, Humans, and Interaction. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.",https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
LIGHT: Deployable Small Foundation Models — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on LIGHT: Deployable Small Foundation Models. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
Interpretability for Discovery: Understanding and Discovering Novel Knowledge in AI Models — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on Interpretability for Discovery: Understanding and Discovering Novel Knowledge in AI Models. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
Machine Learning for Simulations in Biology and Chemistry - The 2nd SIMBIOCHEM Workshop — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on Machine Learning for Simulations in Biology and Chemistry - The 2nd SIMBIOCHEM Workshop. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
Machine Learning for Spatially Resolved High-dimensional Biology — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on Machine Learning for Spatially Resolved High-dimensional Biology. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
"Managing Agents that Manage Agents: Workshop on Responsible Use of Meta-Agents that Build, Optimize, and Supervise Other Agents — NeurIPS 2026",2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,"Official NeurIPS 2026 workshop focused on Managing Agents that Manage Agents: Workshop on Responsible Use of Meta-Agents that Build, Optimize, and Supervise Other Agents. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.",https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
MATH-AI: The 6th Workshop on Mathematical Reasoning and AI — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on MATH-AI: The 6th Workshop on Mathematical Reasoning and AI. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
Medical Reasoning with Multimodal Foundation Models — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on Medical Reasoning with Multimodal Foundation Models. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
ML for Systems — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on ML for Systems. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
NEmo: Neuro-Symbolic Embodied Intelligence — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on NEmo: Neuro-Symbolic Embodied Intelligence. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
"Multi-Objective Optimization for Modern Machine Learning: Foundations, Recent Advances, and Emerging Applications — NeurIPS 2026",2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,"Official NeurIPS 2026 workshop focused on Multi-Objective Optimization for Modern Machine Learning: Foundations, Recent Advances, and Emerging Applications. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.",https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
Neural Network Artifacts as a New Data Modality — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on Neural Network Artifacts as a New Data Modality. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
NeurIPS 2026 Workshop on Dynamic Alignment in Human-AI Coupled Systems — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on NeurIPS 2026 Workshop on Dynamic Alignment in Human-AI Coupled Systems. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
NeurIPS 2026 Workshop on SaTQuML: Secure and Trustworthy Quantum Machine Learning — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on NeurIPS 2026 Workshop on SaTQuML: Secure and Trustworthy Quantum Machine Learning. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
"NeurIPS’26 Workshop on AI-Native Academia: Authorship, Peer Review, and Conference Governance under AI — NeurIPS 2026",2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,"Official NeurIPS 2026 workshop focused on NeurIPS’26 Workshop on AI-Native Academia: Authorship, Peer Review, and Conference Governance under AI. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.",https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
NeurIPS 2026 Workshop on Tackling Climate Change with Machine Learning — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on NeurIPS 2026 Workshop on Tackling Climate Change with Machine Learning. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
